#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
12168,UA5302011001,Kremenchuk,Кременчук,міста,"центр району, місто обласного значення, центр міської ОТГ",UA5302011,Kremenchutska,Кременчуцька,Кременчугская,міська ОТГ,UA5302,Kremenchutskyi,Кременчуцький,Кременчугский,район,,UA53,Poltavska,Полтавська,Полтавская,область,225892,Census 2001,33.44000742,49.08961531,3,1355
12177,UA0508013006,Kreminne,Кремінне,сільські населені пункти (СНП),,UA0508013,Yaryshivska,Яришівська,Ярышевская,сільська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,623,Census 2001,27.6006723,48.46390549,1,623
12380,UA7304007004,Krokva,Кроква,сільські населені пункти (СНП),,UA7304007,Livynetska,Лівинецька,Левинецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,221,Census 2001,26.60414,48.42630861,1,221
12383,UA5106005015,Krolivka,Кролівка,сільські населені пункти (СНП),,UA5106005,Borodinska,Бородінська,Бородинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,89,Census 2001,29.15621896,46.41268167,1,89
12396,UA4608005019,Kropyvnyk,Кропивник,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,261,Census 2001,22.7336062,49.57730224,1,261
12400,UA3504021001,Kropyvnytskyi,Кропивницький,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA3504021,Kropyvnytskyi,Кропивницька,Кропивницкая,міська ОТГ,UA3504,Kropyvnytskyi,Кропивницький,Кропивницкий,район,,UA35,Kirovohradska,Кіровоградська,Кировоградская,область,234322,Census 2001,32.25605294,48.52264339,3,1406
12407,UA0702013005,Kropyvshchyna,Кропивщина,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,293,Census 2001,24.23037982,50.71623976,1,293
12466,UA7306011004,Krupianske,Круп'янське,сільські населені пункти (СНП),,UA7306011,Volokivska,Волоківська,Волоковская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,751,Census 2001,26.07147587,48.16220212,1,751
12478,UA7304019009,Krutenky,Крутеньки,сільські населені пункти (СНП),,UA7304019,Khotynska,Хотинська,Хотинская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1070,Census 2001,26.54877334,48.37228427,1,1070
12361,UA0508003008,Krychanivka,Кричанівка,сільські населені пункти (СНП),,UA0508003,Vendychanska,Вендичанська,Вендичанская,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,661,Census 2001,27.85330326,48.58850872,1,661
12372,UA0508005023,Kryshtofivka,Криштофівка,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,120,Census 2001,27.88422419,48.41494374,1,120
12196,UA2108013003,Kryva,Крива,сільські населені пункти (СНП),,UA2108013,Teresvianska,Тересвянська,Тересвянская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,3024,Census 2001,23.71010527,48.02496187,1,3024
12266,UA4614003024,Kryviaky,Крив'яки,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,252,Census 2001,23.136553,49.85055295,1,252
12222,UA1206017001,Kryvyi Rih,Кривий Ріг,міста,"центр району, місто обласного значення, центр міської ОТГ",UA1206017,Kryvorizka,Криворізька,Криворожская,міська ОТГ,UA1206,Kryvorizkyi,Криворізький,Криворожский,район,,UA12,Dnipropetrovska,Дніпропетровська,Днепропетровская,область,656478,Census 2001,33.41166626,47.89947245,3,3939
12903,UA5114009003,Kuchurhan,Кучурган,сільські населені пункти (СНП),,UA5114009,Lymanska,Лиманська,Лиманская,селищна ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,3322,Census 2001,29.987533,46.70695587,1,3322
12606,UA0508003009,Kukavka,Кукавка,сільські населені пункти (СНП),,UA0508003,Vendychanska,Вендичанська,Вендичанская,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,1286,Census 2001,27.70745577,48.60239272,1,1286
12621,UA0508007026,Kukurivka,Кукурівка,сільські населені пункти (СНП),,UA0508007,Murovanokurylovetska,Мурованокуриловецька,Мурованокуриловецкая,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,107,Census 2001,27.50025753,48.58239644,1,107
12642,UA7306013005,Kulykivka,Куликівка,сільські населені пункти (СНП),,UA7306013,Hertsaivska,Герцаївська,Герцаевская,міська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,731,Census 2001,26.16821693,48.09401974,1,731
10449,UA2102005004,Kvasovo,Квасово,сільські населені пункти (СНП),,UA2102005,Velykoberezka,Великоберезька,Великобережская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,899,Census 2001,22.76918163,48.18805933,1,899
13021,UA0702001005,Laskiv,Ласків,сільські населені пункти (СНП),,UA0702001,Volodymyr-Volynska,Володимир-Волинська,Владимир-Волынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,681,Census 2001,24.18945472,50.78918955,1,681
13187,UA4612011024,Leshkiv,Лешків,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,343,Census 2001,24.09999921,50.45970505,1,343
13119,UA0702019009,Lezhnytsia,Лежниця,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,443,Census 2001,24.09468944,50.72616565,1,443
